Músicas,Álbuns,Artistas,Data de Lançamento,ISRC,Rank,Track Score,Explicit Track
Get You The Moon (feat. Snï¿½ï,Get You The Moon (feat. Snï¿½ï,Kina,10/8/2018,USSM11808093,"1,270",42.0,0
Never Felt So Alone,Never Felt So Alone,Labrinth,4/7/2023,USSM12302165,"1,275",41.9,0
Baile do Bruxo,Baile do Bruxo,Tropa do Bruxo,9/29/2023,QZWDE2303666,"1,273",41.9,1
Love Me JeJe,Love Me JeJe - Single,Tems,4/25/2024,USRC12400907,"1,274",41.9,0
Heather,Kid Krow,Conan Gray,3/20/2020,USUM71924264,"1,276",41.8,0
Come & Go (with Marshmello),Come & Go (with Marshmello),Juice WRLD,7/9/2020,USUG12001904,"1,277",41.8,1
Mas Rica Que Ayer,Mas Rica Que Ayer,Anuel AA,3/2/2023,QM4TX2320032,"1,278",41.7,1
Love Again,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901302,"1,279",41.7,0
Bï¿½ï¿½cane - A COLORS ,Bï¿½ï¿½cane - A Colors Show - Si,Yamï¿,6/1/2023,DEXC82300032,"1,280",41.7,1
all of me,american dream,21 Savage,1/12/2024,USSM12304894,"1,283",41.6,1
Giving Me,Giving Me,Jazzy,3/10/2023,GBUM72206719,"1,284",41.6,0
Attitude (feat. Charlie Wilson & Cash Cobain),Attitude (feat. Charlie Wilson & Cash Cobain),Don Toliver,5/22/2024,USAT22402817,"1,281",41.6,1
What Do You Mean?,Full Circle: The Live Anthology,Justin Bieber,11/20/2011,USUM71511919,"1,282",41.6,0
Bailando - English Version,S** AND LOVE,Enrique Iglesias,1/1/2014,GBUM71401975,"1,289",41.5,1
ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýý ýýýýýýýýýý - Single,Jazzdauren,3/1/2024,RUAGV2400963,"1,287",41.5,0
TV,Guitar Songs,Billie Eilish,7/21/2022,USUM72213724,"1,285",41.5,0
But Daddy I Love Him,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401033,"1,286",41.5,1
Tiroteo - Remix,Tiroteo (Remix),Marc Seguï¿,4/1/2021,USWL12100143,"1,288",41.5,0
pushin P (feat. Young Thug),DRIP SEASON 4EVER,Gunna,1/7/2022,QMCE32200039,"1,291",41.4,1
Take Me to Church,Take Me To Church,Hozier,9/16/2013,IEACJ1300031,"1,293",41.4,0
It's You,It's You,Ali Gatie,6/14/2019,USWB11901154,"1,292",41.4,0
Love Lee,Love Lee,AKMU,8/21/2023,KRA402300033,"1,294",41.4,0
Jump,TYLA,Tyla,3/1/2024,USSM12308661,"1,295",41.4,0
Venom - Music From The Motion Picture,Kamikaze,Eminem,8/31/2018,USUM71813345,"1,290",41.4,1
fantasmas,fantasmas - Single,Humbe,11/20/2023,MXH912300041,"1,296",41.3,0
Basit Numaralar,Basit Numaralar,Zerrin ï¿½ï¿,8/4/2023,TRBTU2300129,"1,299",41.3,0
Karma,Midnights,Taylor Swift,10/21/2022,USUG12205717,"1,297",41.3,1
The Painter,The Painter - Single,Cody Johnson,8/11/2023,QMCQK1900300,"1,298",41.3,0
Chiky Boom,Chiky Boom,Paylon,11/18/2022,ES5052200746,"1,300",41.2,0
Me & U,Me & U,Tems,10/5/2023,USRC12302300,"1,306",41.2,0
Vista Al Mar,Vista Al Mar,Quevedo,9/9/2022,ZZOPM2239784,"1,303",41.2,0
Imagine,Imagine,Carbonne,5/3/2024,FR9W12422486,"1,301",41.2,0
All The Stars (with SZA),All The Stars (with SZA),Kendrick Lamar,1/4/2018,USUM71713947,"1,304",41.2,1
Lehanga,Lehanga,Jass Manak,7/25/2019,FR59R1989925,"1,305",41.2,0
X (feat. Future),Savage Mode,21 Savage,7/15/2016,QZ45A1600041,"1,302",41.2,1
CRAZYZ,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300772,"1,314",41.1,1
Passionfruit,More Life,Drake,3/18/2017,USCM51700072,"1,309",41.1,0
Like Crazy,FACE,Jimin,3/24/2023,USA2P2251865,"1,308",41.1,0
I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,I Donï¿½ï¿½ï¿½t Wanna Live Forever (Fifty Shades D,ZAYN,12/9/2016,USQ4E1602586,"1,312",41.1,0
What It Is (Solo Version),What It Is (Versions),Doechii,3/17/2023,USUG12301967,"1,311",41.1,1
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee,Migos,10/28/2016,QMCE31600796,"1,307",41.1,1
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),SUBEME LA RADIO,Enrique Iglesias,2/24/2017,USRC11700058,"1,313",41.1,0
Soak City (Do it),Soak City (Do it),310babii,6/3/2023,QZK6G2375527,"1,310",41.1,1
The Woo (feat. 50 Cent & Roddy Ricch),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013367,"1,319",41.0,1
"yes, and?","yes, and?",Ariana Grande,1/12/2024,USUM72400101,"1,320",41.0,0
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,5/20/2014,USUS11202574,"1,318",41.0,0
Woah (feat. D3Mstreet),Woah,KRYPTO9095,3/29/2019,QZDA41998629,"1,315",41.0,1
Take You Dancing,Nu King,Jason Derulo,2/16/2024,USAT22400743,"1,317",41.0,0
Wrecking Ball,538 Hitzone Best Of 2013,Miley Cyrus,1/1/2013,USRC11301214,"1,316",41.0,0
Stereo Love (TikTok Remix),Stereo Love (TikTok Remix) - Single,DJRemixGod,4/30/2024,QZYFZ2414978,"1,322",40.9,1
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,5/8/2020,USUM72009644,"1,321",40.9,0
she's all i wanna be,she's all i wanna be,Tate McRae,2/4/2022,USRC12103120,"1,324",40.8,0
Oh My God,30,Adele,11/19/2021,USSM12105973,"1,327",40.8,0
Leave Out All The Rest,Papercuts,Linkin Park,4/12/2024,USWB12401901,"1,329",40.8,0
iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,12/2/2016,USAT21700378,"1,325",40.8,1
I AM,I've IVE,IVE,4/10/2023,QM4TX2337764,"1,326",40.8,0
Midnight Sky,Midnight Sky,Miley Cyrus,8/14/2020,USRC12002653,"1,323",40.8,0
"Earth, Wind & Fire",HOW?,BOYNEXTDOOR,4/15/2024,USA2P2409361,"1,328",40.8,0
Andrea,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214893,"1,335",40.7,1
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,10/30/2017,QZ45A1700064,"1,338",40.7,1
Dï¿½ï¿½,Dï¿½ï¿½,Teya Dora,3/22/2023,FRX202362720,"1,332",40.7,0
Going Bad (feat. Drake),Championships,Meek Mill,11/30/2018,USAT21812710,"1,330",40.7,1
Tenho Que Me Decidir,O Cara Do Momento,MC PH,11/29/2023,BXG6R2301027,"1,334",40.7,1
Wunder,Wunder,AYLIVA,4/26/2024,DEA622401272,"1,336",40.7,1
Safaera,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030965,"1,331",40.7,1
Baby,R&B Collection 2011,Justin Bieber,1/1/2010,USUM70919263,"1,337",40.7,0
On BS,Her Loss,Drake,11/4/2022,USUG12208600,"1,333",40.7,1
Marlboro Remix,Marlboro Remix - Single,desconhecido,6/7/2024,QZNWT2471497,"1,343",40.6,0
Love Again,Love Again,The Kid LAROI,1/27/2023,USSM12211461,"1,342",40.6,0
LAGUNAS,LAGUNAS,Peso Pluma,6/22/2023,QM7282306255,"1,339",40.6,1
Narcotics (with Bryant Myers),Narcotics (with Bryant Myers),Dei V,9/14/2023,QZWA32200363,"1,344",40.6,1
Linea del Perreo (feat. Dj Kiire),Linea del Perreo (feat. Dj Kiire) - Single,Uzielito Mix,12/12/2023,GXBAV2380562,"1,341",40.6,1
24K Magic,24K Magic,Bruno Mars,10/7/2016,USAT21602944,"1,340",40.6,0
The Feels,The Feels,TWICE,10/1/2021,US5TA2100080,"1,346",40.5,0
Someone Like You,21' Sampler,Adele,1/18/2011,GBBKS1000351,"1,345",40.5,0
Oh U Went (feat. Drake),BUSINESS IS BUSINESS,Young Thug,6/23/2023,USAT22306750,"1,347",40.5,1
Right Now (Feat. Crush),Right Now,Coogie,9/12/2023,KRC712300070,"1,348",40.5,0
Burn,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400009,"1,349",40.4,1
High Fashion (feat. Mustard),Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,USAT21906985,"1,351",40.3,1
Ronald,Ronald,Falling In Reverse,5/7/2024,USEP42414003,"1,357",40.3,1
We Paid (feat. 42 Dugg),My Turn (Deluxe),Lil Baby,2/28/2020,USUG12000092,"1,353",40.3,1
Boss Bitch,Boss Bitch,Doja Cat,1/23/2020,USAT21907355,"1,352",40.3,0
Ballena,Ballena,Vulgo FK,7/13/2023,BRRGE2300535,"1,354",40.3,0
one of wun,One of Wun,Gunna,5/10/2024,USAT22403358,"1,356",40.3,0
Locked Away (feat. Adam Levine),Locked Away,R. City,6/29/2015,USRC11501369,"1,355",40.3,0
Tal Vez,Tal Vez,Paulo Londra,4/3/2019,USWL11900063,"1,350",40.3,0
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,3/16/2018,USUG11800488,"1,359",40.2,1
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,3/3/2021,USUM72103449,"1,362",40.2,0
Cynical,Cynical,twocolors,6/30/2023,DEUM72307092,"1,363",40.2,0
These Words,These Words,Badger,4/5/2024,GBARL2400375,"1,360",40.2,0
Robarte un Beso,Robarte un Beso,Carlos Vives,7/28/2017,USSD11700301,"1,361",40.2,0
Vida Gangster,Vida Gangster,Lauty Gram,12/8/2022,QZW9M2268068,"1,358",40.2,1
For My Hand (feat. Ed Sheeran),"Love, Damini",Burna Boy,7/1/2022,USAT22204903,"1,366",40.1,0
Cowgirls (feat. ERNEST),One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300827,"1,371",40.1,0
'Til You Can't,'Til You Canï¿½ï¿½ï¿½t / Longer Than S,Cody Johnson,6/11/2021,QMCQK1900137,"1,364",40.1,0
Those Oldies but Goodies,Little Caesar and The Romans: The Extended Play Collection,Little Caesar & the Romans,7/22/2014,GBQ2F1157401,"1,368",40.1,0
Dark Horse,The Top Music of the World,Katy Perry,11/27/2013,FR6V82106359,"1,369",40.1,0
Hass Hass,Hass Hass - Single,Diljit Dosanjh,10/27/2023,INW262318603,"1,370",40.1,0
You Got It,You Got It,Vedo,3/6/2020,USUYG1299206,"1,367",40.1,1
LDR,LDR,Shoti,8/27/2022,QZNWS2249445,"1,365",40.1,0
"Kaavaalaa (From ""Jailer"")","Kaavaalaa (From ""Jailer"")",Shilpa Rao,7/6/2023,QMBZ92319256,"1,373",40.0,0
Me or Sum (feat. Future & Lil Baby),Me or Sum (feat. Future & Lil Baby) - Single,Nardo Wick,11/29/2021,USRC12103471,"1,374",40.0,1
You're Welcome,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Dwayne Johnson,11/18/2016,USWD11677860,"1,372",40.0,0
LA NOCHE DE ANOCHE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,QMFME2066840,"1,376",39.9,0
Fuk Sumn,VULTURES 1,Kanye West,2/9/2024,QZ7XS2400010,"1,375",39.9,1
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,8/2/2022,USDXS2202642,"1,377",39.9,0
Royals,The Love Club EP,Lorde,1/1/2012,NZUM71200031,"1,386",39.8,0
Charm,Charm (Sped Up),Rema,4/26/2023,NGA3B2314006,"1,387",39.8,1
prove it,prove it,21 Savage,1/10/2024,USSM12309169,"1,388",39.8,1
Mon Amour - Remix,Mon Amour (Remix),zzoilo,8/18/2021,ES5702101693,"1,381",39.8,0
Adan y Eva,Adan y Eva,Paulo Londra,11/5/2018,USWL11801206,"1,383",39.8,0
No Lie,Dua Lipa (Complete Edition),Sean Paul,1/1/2015,GBUM71604557,"1,384",39.8,0
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,5/16/2023,INH102307527,"1,379",39.8,0
10 Carros,10 Carros,Chefin,11/23/2023,BCM9A2300098,"1,380",39.8,1
The Astronaut,The Astronaut,JIN,10/28/2022,USA2P2230326,"1,382",39.8,0
Gogo Dance,SABIDURIA,El Alfa,4/7/2022,QM4TX2261587,"1,385",39.8,1
Komang,Komang,Raim Laode,8/17/2022,SGB502228663,"1,378",39.8,0
The Spectre,The Spectre,Alan Walker,9/15/2017,NOG841713010,"1,395",39.7,0
ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER),ýýýýýýýýýýýýýýýýýý (feat. ýýýýýýýýý ýýýýýýýýýýýýýýý & GUNNER) - Single,Juepak,4/6/2024,THMOB2412776,"1,393",39.7,0
DARARI,THE SECOND STEP : CHAPTER ONE,TREASURE,2/15/2022,KRA402100151,"1,396",39.7,0
Ferxxo 100,Ferxxo 100,Feid,6/3/2022,USUM72209716,"1,392",39.7,0
No Te Quieren Conmigo,No Te Quieren Conmigo,Gaby Music,12/15/2023,USUM72315218,"1,394",39.7,0
More than you know,More than you know,NoSpace,7/25/2022,QZMEM2268044,"1,397",39.7,0
Shower,Crave Vol. 9 (Mixed By DJ Havana Brown),Becky G,1/1/2014,USRC11400866,"1,390",39.7,0
B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All) / Move To The,Eliza Rose,6/15/2022,QZAKB2166405,"1,389",39.7,0
Chatak Matak,Chatak Matak,Renuka Panwar,12/19/2020,INT502012314,"1,391",39.7,0
Cooped Up (with Roddy Ricch),Cooped Up,Post Malone,5/12/2022,USUM72208020,"1,401",39.6,1
FRIENDS,Speak Your Mind,Marshmello,1/1/2015,GBAHS1800025,"1,399",39.6,1
FINA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364183,"1,398",39.6,1
Come back to me,Come back to me,RM,5/10/2024,USA2P2421306,"1,400",39.6,0
Whatsapp (Wassam),Whatsapp (Wassam),Gunna,5/3/2024,USAT22403299,"1,404",39.5,1
3:15 (Breathe),3:15 (Breathe),Russ,5/21/2021,TCAFO2147109,"1,406",39.5,1
Love Me Again,Layover,V,8/11/2023,USA2P2339030,"1,402",39.5,0
Down Under (feat. Colin Hay),Down Under,Luude,11/19/2021,AUDCB1701966,"1,403",39.5,0
Like That (feat. Gucci Mane),Hot Pink,Doja Cat,11/7/2019,USRC11902288,"1,405",39.5,1
Control,Control,Zoe Wees,3/13/2020,GB2DY2000093,"1,407",39.5,0
Push Up - Original Mix,Push Up - Single,Creeds,12/21/2022,NLCK42223782,"1,409",39.4,0
Novo Balanï¿½,Dos Prï¿½ï¿½dios De,Veigh,5/19/2023,QZMWW2396002,"1,408",39.4,1
Dancin (feat. Luvli) - Krono Remix,Dancin (Krono Remix),Aaron Smith,11/7/2014,QMLA71400326,"1,411",39.4,0
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,1/15/2021,USSM12100202,"1,410",39.4,1
Die For You,SMITHEREENS,Joji,11/4/2022,USWB12203732,"1,412",39.4,0
SC-9,SC-9,Yahir Saldivar,2/1/2024,QZDA52413180,"1,415",39.3,1
We Are Young (feat. Janelle Monï¿½ï¿½e) - feat. Janelle M,We Are Young (feat. Janelle Monï¿½ï,fun.,9/20/2011,USAT21101399,"1,414",39.3,0
My Head & My Heart,Heaven & Hell,Ava Max,9/18/2020,USAT22007121,"1,413",39.3,0
Accendio,IVE SWITCH,IVE,4/29/2024,QM4TX2478221,"1,418",39.2,0
Deep End,Deep End,Fousheï¿,7/31/2020,USRC12002568,"1,417",39.2,1
Loosing interest,Missing,Kurochuu,6/9/2024,CA5KR2466576,"1,419",39.2,0
Turbo S,PISTOLER POESI OCH SEX,Yasin,2/28/2023,SE5752322602,"1,416",39.2,1
30 GRADOS RKT,30 GRADOS RKT,RUNE,6/8/2024,QZNWU2434670,"1,422",39.1,0
Mi Bello Angel,Nata Montana,Natanael Cano,6/30/2023,USWL12301027,"1,421",39.1,1
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,9/15/2023,USQX92305198,"1,420",39.1,1
Si Veo a Tu Mamï¿,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030842,"1,423",39.1,0
1-800-273-8255,1-800-273-8255,Logic,4/28/2017,USUM71702778,"1,427",39.0,1
After Hours,After Hours,The Weeknd,2/19/2020,USUG12000586,"1,424",39.0,0
Alibi (feat. Rudimental),Alibi (feat. Rudimental) - Single,Ella Henderson,1/12/2024,GBAHS2301557,"1,426",39.0,0
Everybody (feat. Lil Uzi Vert),Pink Friday 2,Nicki Minaj,12/8/2023,USUM72318698,"1,425",39.0,1
I LUV IT (feat. Playboi Carti),I LUV IT (feat. Playboi Carti),Camila Cabello,3/27/2024,USUG12401760,"1,428",38.9,1
The Middle,The Middle,Zedd,1/23/2018,USUM71800463,"1,432",38.9,0
Doctor (Work It Out) [feat. Miley Cyrus],Doctor (Work It Out) - Single,Pharrell Williams,3/1/2024,USSM12400672,"1,435",38.9,0
Pompeii,Bad Blood (The Extended Cut),Bastille,1/1/2013,GBAAA1200795,"1,434",38.9,0
Hymn For The Weekend - Seeb Remix,A Head Full Of Dreams,Coldplay,12/4/2015,GBAYE1600763,"1,429",38.9,0
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,10/16/2020,USUM72019170,"1,431",38.9,1
Hold On,Hold On,Justin Bieber,3/5/2021,USUM72102322,"1,433",38.9,0
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,10/9/2012,GMM881200021,"1,430",38.9,0
I Like It,Invasion of Privacy,Cardi B,4/6/2018,USAT21801431,"1,439",38.8,1
8 Parche,8 Parche,Baani Sandhu,9/12/2019,FR96X1934664,"1,436",38.8,0
Modo DND,Modo DND,Xavi,10/28/2023,USA2P2352296,"1,437",38.8,1
THANK GOD,UTOPIA,Travis Scott,7/28/2023,USSM12305005,"1,440",38.8,1
Home,Home,Edith Whiskers,10/16/2020,GBVHN2000009,"1,441",38.8,0
The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),Young Thug,5/23/2019,USAT21903320,"1,438",38.8,1
Si Te Pudiera Mentir,Simplemente Gracias,Calibre 50,8/16/2019,QM2EJ1500417,"1,444",38.7,0
One Of Your Girls,Something To Give Each Other,Troye Sivan,10/13/2023,AUUM72300179,"1,443",38.7,0
Tell Em,Tell Em,Cochise,5/28/2021,USSM12103018,"1,442",38.7,1
Close Eyes,Close Eyes,DVRST,2/1/2021,QZHN82186053,"1,448",38.6,1
Mr Pot Scraper,Mr Pot Scraper - Single,Bossman Dlow,2/23/2024,USQX92400597,"1,446",38.6,1
LA DURANGO,LA DURANGO,Peso Pluma,5/9/2024,QM6N22400640,"1,447",38.6,1
Please Me,Please Me,Cardi B,2/15/2019,USAT21811659,"1,449",38.6,1
El Hijo Mayor,El Hijo Mayor - Single,Junior H,5/20/2022,USWL12200441,"1,450",38.6,1
"Ruqya, Pt. 3",Ruqya (Quran - Coran - Islam),Hani Rifai,6/9/2014,FR6V82562979,"1,445",38.6,0
LA FAMA,LA FAMA (feat. The Weeknd) - Single,ROSALï¿½,11/11/2021,USSM12107750,"1,453",38.5,0
TIL FURTHER NOTICE,UTOPIA,Travis Scott,7/28/2023,USSM12305020,"1,451",38.5,1
"Poblado (feat. Crissin, Totoy El Frio & Natan & Shander) [Remix]",Poblado (Remix),J Balvin,6/18/2021,QZ5BF1600040,"1,454",38.5,0
LOKERA,LOKERA,Rauw Alejandro,7/25/2022,USSD12200700,"1,452",38.5,1
cardigan,folklore,Taylor Swift,7/24/2020,USUG12002836,"1,458",38.4,0
See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",7/21/2017,USQX91701275,"1,456",38.4,1
Namas Today - Original Version,Mountains of Gods,CA3RD,9/26/2022,DELM42201660,"1,460",38.4,0
Amanece,Amanece,Anuel AA,12/14/2018,USDXS1806044,"1,457",38.4,0
Popular,Popular,The Weeknd,2/22/2024,USUMV2302771,"1,459",38.4,1
King Shit,Leo,Shubh,1/5/2024,QMFMG2357540,"1,455",38.4,0
LA INOCENTE,Microdosis,Mora,4/1/2022,QM4TX2252954,"1,461",38.4,1
Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake,5/1/2020,USUG12001407,"1,462",38.3,1
Johnny Dang (with Paul Wall & DRODi),Johnny Dang (with Paul Wall & DRODi),That Mexican OT,5/26/2023,USUG12303409,"1,466",38.3,1
S-Class,5-STAR,Stray Kids,6/2/2023,US5TA2300034,"1,465",38.3,0
GASLIGHT,GASLIGHT,INJI,4/14/2022,QZHN32201081,"1,463",38.3,1
Die Young (feat. 347aidan),Die Young (feat. 347aidan),Sleepy Hallow,5/25/2022,USRC12201686,"1,464",38.3,1
Vente Pa' Ca,Vente Pa' Ca,Ricky Martin,9/22/2016,USSD11600252,"1,467",38.2,0
Can't Tame Her,Can't Tame Her,Zara Larsson,1/26/2023,USSM12210918,"1,473",38.2,0
VIBEZ,KIRK,DaBaby,9/27/2019,USUM71919281,"1,470",38.2,1
I Don't Fuck With You,I Don't Fuck With You,Big Sean,9/19/2014,USUM71414033,"1,475",38.2,1
Se Grita,Reinsertado,Morad,5/12/2023,QM6N22330624,"1,474",38.2,1
HYAENA,UTOPIA,Travis Scott,7/28/2023,USSM12305004,"1,468",38.2,1
KICK BACK,KICK BACK,Kenshi Yonezu,10/12/2022,JPU902203702,"1,469",38.2,0
M.A.I,111,Milo j,11/30/2023,UYB282384010,"1,471",38.2,0
Tu hai kahan,Tu hai kahan,AUR,6/10/2023,QZMEM2351612,"1,472",38.2,0
Danza Kuduro - Cover,WORK OUT MUSIC MIX,WORK OUT GYM - DJ MIX,10/20/2023,TCJPX2359315,"1,478",38.1,1
Truth or Dare,TYLA,Tyla,12/1/2023,USSM12308650,"1,480",38.1,0
Just the Way You Are,Just The Way You Are,Bruno Mars,7/20/2010,USAT21001269,"1,477",38.1,0
Rasputin,Rasputin,Majestic,2/26/2021,DEE862100256,"1,481",38.1,0
Say It Right (Dance),"This Is MELON, Vol. 1 (Dance)",MELON,2/24/2023,ZZOPM2342003,"1,479",38.1,0
If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),JP Saxe,10/17/2019,USQX91902708,"1,483",38.1,0
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,10/28/2016,USWD11677601,"1,476",38.1,0
ýýýýýýýýýýýý,Bibbidiba - Single,Hoshimachi Suisei,3/23/2024,JPV752408464,"1,482",38.1,0
Heartless,Heartless,The Weeknd,11/27/2019,USUG11904007,"1,486",38.0,1
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,7/1/2014,BRP8C1200082,"1,485",38.0,0
Show Time,Show Time,SUPER JUNIOR,6/11/2024,KRA302400197,"1,491",38.0,0
Mirrors,Songs For The Philippines,Justin Timberlake,1/1/2013,USRC11300059,"1,487",38.0,0
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,1/1/2018,GBKPL1828677,"1,490",38.0,0
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,7/11/2017,USUM71707196,"1,489",38.0,1
X ESO BB,X ESO BB,Jere Klein,8/10/2023,UYB282393001,"1,484",38.0,1
Where Did You Go? (feat. MNEK),Where Did You Go?,Jax Jones,1/26/2022,GBUM72108841,"1,488",38.0,0
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,10/5/2010,USAT21001886,"1,496",37.9,0
Sex Sounds,True 2 Myself,Lil Tjay,10/11/2019,USSM11909049,"1,495",37.9,1
Despuï¿½ï¿½s de la P,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214876,"1,493",37.9,0
Asiwaju,Asiwaju,Ruger,11/14/2022,GBARL2202349,"1,498",37.9,1
Sticky,"Honestly, Nevermind",Drake,6/17/2022,USUG12204888,"1,492",37.9,1
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,7/27/2023,INW262317919,"1,502",37.9,0
hey! hey!,hey! hey! - Single,TWS,6/5/2024,USA2P2428743,"1,499",37.9,0
Centuries,Centuries,Fall Out Boy,9/9/2014,USUM71412644,"1,501",37.9,0
What Makes You Beautiful,Up All Night,One Direction,1/1/2011,GBHMU1100018,"1,494",37.9,0
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,3/11/2022,QMCE32200232,"1,500",37.9,1
Reggaetï¿½ï¿½n Lento (Baile,Primera Cita,CNCO,8/26/2016,USSD11600135,"1,497",37.9,0
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,7/26/2023,QZVFR2301503,"1,503",37.8,1
SKITZO,UTOPIA,Travis Scott,7/28/2023,USSM12305016,"1,513",37.8,1
Friendly Fire,Friendly Fire,Linkin Park,2/23/2024,USWB12400280,"1,505",37.8,0
Niï¿½ï¿½a Bo,Niï¿½ï¿½a Bo,Feid,4/21/2023,USUM72305943,"1,508",37.8,0
SkeeYee,Hood Hottest Princess,Sexyy Red,6/9/2023,QZQAY2395569,"1,510",37.8,1
The Git Up,The Git Up,Blanco Brown,5/3/2019,QZEPT1900040,"1,506",37.8,0
Beautiful Crazy,Beautiful Crazy,Luke Combs,5/4/2018,US6XF1700259,"1,511",37.8,0
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,6/2/2023,USUM72308539,"1,504",37.8,0
Lover,Lover,Taylor Swift,8/16/2019,USUG11901473,"1,507",37.8,0
Midas Touch,Midas Touch,KISS OF LIFE,4/3/2024,KRA382401544,"1,512",37.8,0
Follow You,Follow You / Cutthroat,Imagine Dragons,3/12/2021,USUM72102981,"1,514",37.8,0
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,Ptrp Studio,6/2/2022,THSOH2204284,"1,515",37.8,0
Por las Noches,Por las Noches,Peso Pluma,6/11/2021,FR96X2198154,"1,509",37.8,0
Body Like A Back Road,Body Like A Back Road,Sam Hunt,2/1/2017,USUM71700575,"1,520",37.7,0
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,8/25/2017,CADDS1700022,"1,516",37.7,0
Melhor Vibe,Melhor Vibe,MC Ryan SP,3/20/2024,BRWMB2400319,"1,519",37.7,1
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,9/18/2023,THSOH2307725,"1,522",37.7,0
Cake By The Ocean - Cover,Western music that excites driving,LOVE BGM JPN,10/24/2023,TCJPX2359697,"1,521",37.7,1
Set Fire to the Rain,More Music 2011,Adele,1/1/2011,GBBKS1000348,"1,518",37.7,0
Worth It,Reflection (Japan Deluxe Edition),Fifth Harmony,1/1/2014,USSM11406644,"1,517",37.7,0
Malvadï¿½ï¿,Malvadï¿½ï¿,Xamï¿,11/30/2021,QZNJZ2122225,"1,527",37.6,0
2 Be Loved (Am I Ready),Special,Lizzo,7/15/2022,USAT22203706,"1,525",37.6,1
